,weight,n_prot,chi,eRMSD
27601,5.489492773493522e-11,0.0,2.732837,0.657021
27602,1.5419521412235362e-06,1.0,-2.610496,0.676530
27603,9.744045585052242e-08,1.0,2.932888,0.514396
27604,1.2375405088068347e-06,1.0,-3.100010,0.658252
27605,2.117229748288565e-07,1.0,2.889592,0.617825
27606,6.474399707092321e-08,1.0,2.776032,0.597527
27607,1.966635355147189e-08,1.0,2.712489,0.557376
27608,2.7122710848811624e-10,0.0,-3.005587,0.388971
27609,1.2805915403270018e-06,1.0,-2.824502,0.433149
27610,1.4537272537229101e-10,0.0,-3.118816,0.404394
27611,1.4550792114847577e-10,0.0,-2.997498,0.348802
27612,3.371306543688737e-10,0.0,-3.042664,0.438275
27613,7.08938214694954e-10,0.0,-2.797991,0.507940
27614,2.8412802215519927e-09,0.0,-2.340575,0.445423
27615,3.561906640096122e-09,0.0,-2.261154,0.445610
27616,6.23346185043115e-10,0.0,-1.388253,0.764867
27617,6.30237792287952e-10,0.0,-1.593786,0.705097
27618,2.4190356641495884e-06,1.0,-2.578540,0.356731
27619,2.9471211844616616e-06,1.0,-2.490864,0.575286
27620,1.8698190113439777e-06,1.0,-2.391603,0.682976
27621,3.853772596571769e-06,1.0,-1.837217,0.611116
27622,2.4985221734185875e-09,0.0,-1.752232,0.468578
27623,1.2682933983392867e-09,0.0,-2.497581,0.553535
27624,6.469281678256839e-10,0.0,-2.808796,0.685708
27625,2.697315679959335e-06,1.0,-2.136570,0.749450
27626,9.892094723288708e-10,0.0,-2.444313,0.618164
27627,3.520368530909375e-09,0.0,-2.214485,0.470848
27628,3.4404558409290177e-09,0.0,-2.346592,0.402785
27629,7.30665634469858e-10,0.0,-2.476650,0.647388
27630,2.0148019042062468e-10,0.0,-2.839178,0.318069
27631,1.270544479011368e-12,0.0,3.078970,0.267428
27632,2.1561666999859597e-14,0.0,2.738361,0.318635
27633,1.6440274220803826e-08,1.0,2.580500,0.611401
27634,1.0517038511720886e-08,1.0,2.672334,0.544243
27635,2.9428202588018562e-08,1.0,2.491203,0.676929
27636,5.07952176257818e-07,1.0,-3.135694,0.556199
27637,1.2885359737433195e-08,1.0,2.625311,0.578481
27638,3.479352795878953e-08,1.0,2.523344,0.676374
27639,2.571775194475217e-06,1.0,-3.028619,0.712267
27640,1.0662700172870039e-07,1.0,2.785604,0.626078
27641,1.778082372426585e-08,1.0,2.884459,0.443270
27642,2.5198129069536594e-09,0.0,-3.096979,1.008373
27643,6.116938976983462e-06,1.0,-1.986445,1.022765
27644,9.52651082479011e-06,1.0,-2.512797,1.097074
27645,5.709485184209845e-06,1.0,-2.068582,1.082877
27646,6.54989892412572e-06,1.0,-2.340077,1.079013
27647,1.5406504856614316e-09,0.0,-2.400273,1.047270
27648,1.7951221854619858e-05,1.0,-2.877180,0.911881
27649,8.878262273095435e-08,1.0,2.835485,0.583148
27650,4.9626245250743e-10,0.0,2.995085,0.679635
27651,1.3744010380159677e-06,1.0,-2.765432,0.642175
27652,1.6781717405477132e-06,1.0,-2.545262,0.719720
27653,1.3575016317944055e-06,1.0,-2.765197,0.616910
27654,9.466202622643785e-06,1.0,-2.146122,0.462892
27655,2.2626470678115058e-07,1.0,-2.200153,0.160203
27656,5.014074182825825e-07,1.0,-2.294482,0.201325
27657,1.1230859736704094e-09,0.0,-1.979213,0.295261
27658,1.4134621757064752e-12,1.0,-1.608878,0.057943
27659,9.113768362437633e-10,0.0,-1.432489,0.525101
27660,2.7595208073649063e-11,0.0,-1.713192,0.208673
27661,2.7391475924607752e-14,0.0,-1.389816,0.092167
27662,1.4717735492703547e-10,0.0,-1.339200,0.336063
27663,2.2839089761141618e-08,1.0,-1.237164,0.259243
27664,1.5867832327237598e-07,1.0,-1.047454,0.392077
27665,9.893769570646846e-12,0.0,-1.051707,0.302725
27666,6.65789512376353e-09,1.0,-1.405600,0.158436
27667,2.52722219363403e-09,1.0,-0.997127,0.253536
27668,7.280085740647197e-11,1.0,-0.835178,0.199999
27669,1.8722556586055288e-10,1.0,-0.844191,0.223903
27670,6.564058652448924e-11,0.0,-1.661215,0.254966
27671,1.8497608774820672e-09,0.0,-1.786491,0.364498
27672,1.8102675794590504e-06,1.0,-1.341983,0.570481
27673,1.4311469026189147e-06,1.0,-1.155898,0.599378
27674,7.282712683276416e-12,0.0,-0.412450,0.642836
27675,1.7792992533323037e-06,1.0,-1.413155,0.510041
27676,1.4022058271628848e-06,1.0,-1.184157,0.585626
27677,3.1080599331814244e-07,1.0,-0.916988,0.492516
27678,6.731400229190108e-07,1.0,-1.392336,0.374500
27679,1.694140167262327e-06,1.0,-1.314566,0.568863
27680,1.6738637423281058e-06,1.0,-1.500253,0.751354
27681,1.6590827527261876e-06,1.0,-1.306130,0.744954
27682,4.245117437873331e-09,1.0,-1.138912,0.226006
27683,1.3402967424384648e-06,1.0,-1.319343,0.513407
27684,6.713747615156548e-10,0.0,-1.372327,0.501273
27685,6.382704162395145e-06,1.0,-1.766720,1.056038
27686,1.0196205711470622e-05,1.0,-1.538120,1.097594
27687,1.6378126160557812e-05,1.0,-2.007532,0.975019
27688,9.343145226282992e-06,1.0,-1.386321,1.077418
27689,1.5599279174735287e-06,1.0,-1.039144,0.750874
27690,9.519204071313449e-07,1.0,-1.309907,0.462593
27691,5.519808990498956e-10,0.0,-1.233349,0.756595
27692,9.843817114229315e-09,1.0,-1.281656,0.213439
27693,1.8829710794184224e-07,1.0,-0.956162,0.436882
27694,3.224026689192729e-08,1.0,-1.338047,0.250504
27695,1.0444598705721709e-07,1.0,-1.347334,0.292142
27696,8.382273785369029e-11,0.0,-1.204103,0.343368
27697,4.1339572845838015e-11,0.0,-1.762133,0.217871
27698,8.388093706700337e-15,0.0,-1.794690,0.068593
27699,6.620129931421414e-12,0.0,-1.417573,0.194975
27700,3.3450777006876053e-10,0.0,-1.351839,0.387060
27701,8.48869266110212e-10,0.0,-1.469924,0.463371
27702,1.7390672016679166e-10,0.0,-1.176695,0.407565
27703,1.7129349237741212e-10,0.0,-1.205882,0.390263
27704,2.359972656056243e-12,0.0,-1.164543,0.225938
27705,4.3317671098340606e-11,0.0,-1.335426,0.289772
27706,3.94397958880694e-10,0.0,-1.552062,0.337753
27707,4.326608252865374e-06,1.0,-2.317135,0.581543
27708,2.2470977573143473e-06,1.0,-1.916608,0.672663
27709,5.798294622258818e-10,0.0,-1.310664,0.518649
27710,1.0184425871486963e-06,1.0,-1.115592,0.556263
27711,4.7672733414418557e-07,1.0,-1.120301,0.462864
27712,5.417086062156925e-08,1.0,-1.483224,0.246953
27713,7.942902545171014e-08,1.0,-1.695400,0.232084
27714,5.575468091734524e-08,1.0,-1.441667,0.254255
27715,2.4612397586283946e-09,1.0,-1.029524,0.242973
27716,1.743029922342564e-07,1.0,-1.132083,0.368113
27717,2.296834536817468e-07,1.0,-1.221060,0.355577
27718,7.289771735365666e-07,1.0,-1.198669,0.480675
27719,3.697451292742227e-07,1.0,-1.323288,0.353804
27720,8.75971013004795e-07,1.0,-1.150982,0.523478
27721,4.475907283644076e-08,1.0,-1.625454,0.216370
27722,3.2656201800635077e-13,0.0,-0.899666,0.244431
27723,5.027426693699037e-16,1.0,-0.798897,0.072296
27724,6.661841860424289e-08,1.0,-1.606204,0.238214
27725,1.0989169478047789e-06,1.0,-1.335709,0.470181
27726,2.65091174712122e-10,0.0,-1.511332,0.327823
27727,2.2411264400414083e-10,0.0,-1.262733,0.388951
27728,1.0999173128123942e-10,0.0,-1.550984,0.288898
27729,4.838105519449075e-12,0.0,-1.319947,0.208151
27730,3.077453311772067e-08,1.0,-1.549929,0.207881
27731,4.448442956240485e-10,0.0,-1.304320,0.469423
27732,6.695391839841453e-11,0.0,-1.163329,0.344270
27733,1.0630854320339407e-11,0.0,-0.869916,0.355235
27734,8.792696252011139e-09,1.0,-0.663330,0.375066
27735,1.1246943579582064e-08,1.0,-1.205127,0.241665
27736,3.851533062653957e-07,1.0,-1.127035,0.437163
27737,2.765677386916335e-08,1.0,-1.003409,0.323986
27738,2.031914179529109e-13,0.0,-0.642905,0.301529
27739,7.405405350522182e-07,1.0,-1.293445,0.435123
27740,3.268066270745021e-10,0.0,-1.201807,0.490496
27741,4.671837953622726e-10,0.0,-1.059365,0.663883
27742,4.736788143869051e-06,1.0,-1.962332,0.598218
27743,2.0424212251908195e-06,1.0,-1.368096,0.614284
27744,3.850784882734999e-07,1.0,-1.021042,0.477153
27745,3.648104181351117e-07,1.0,-1.025757,0.470322
27746,4.2440966471676764e-11,0.0,-0.704155,0.530574
27747,8.061497427838233e-07,1.0,-1.126492,0.521573
27748,2.385795308493131e-07,1.0,-0.611236,0.722443
27749,3.028376738909261e-07,1.0,-0.787650,0.543147
27750,4.7421012940934215e-06,1.0,-1.122696,0.830274
27751,1.4391657465062457e-06,1.0,-1.002049,0.731743
27752,7.777244579308933e-07,1.0,-0.685125,0.821383
27753,1.2002073650223127e-09,1.0,0.002383,0.720811
27754,3.662235564674169e-09,1.0,-0.285369,0.529741
27755,1.2334929498216204e-10,1.0,-0.275292,0.343205
27756,9.342949662283729e-09,1.0,-0.456230,0.457381
27757,8.437907778172731e-08,1.0,-0.833493,0.423252
27758,7.413139704582177e-09,1.0,-0.326988,0.572839
27759,4.417109075107296e-08,1.0,-0.437809,0.664791
27760,1.202332797256915e-09,1.0,-0.132453,0.545325
27761,8.777105199215905e-10,1.0,-0.043409,0.570057
27762,5.573731697776308e-10,1.0,0.170150,0.510753
27763,1.086457130939719e-09,1.0,-0.017060,0.632624
27764,1.6367226434917526e-09,1.0,-0.258434,0.463512
27765,2.050993873623532e-07,1.0,-0.711892,0.547525
27766,4.926479488751977e-09,1.0,-0.331657,0.509557
27767,1.6085696217448015e-06,1.0,-1.116531,0.718471
27768,3.059490234362413e-08,1.0,-0.620921,0.443270
27769,4.948158145061478e-08,1.0,-0.580148,0.503472
27770,3.4689655365995604e-07,1.0,-0.901598,0.508115
27771,2.7695667301672126e-08,1.0,-0.417463,0.619860
27772,1.0145750958835648e-09,1.0,0.182069,0.640251
27773,2.3596319204826763e-11,1.0,0.050658,0.345827
27774,1.234682101369309e-07,1.0,-0.765043,0.473587
27775,2.1100120807472933e-07,1.0,-0.736047,0.535509
27776,2.5012224480921817e-07,1.0,-0.757374,0.540205
27777,3.905250849725665e-07,1.0,-0.900763,0.519757
27778,6.697319152041377e-07,1.0,-1.010773,0.537890
27779,1.0264748490023863e-06,1.0,-0.861601,0.719335
27780,1.0270160886392716e-06,1.0,-1.009982,0.589404
27781,4.227924962574366e-09,1.0,-0.329963,0.493118
27782,7.479639504575338e-07,1.0,-0.783064,0.673400
27783,4.333322451211465e-08,1.0,-0.611005,0.471294
27784,3.900243565178166e-08,1.0,-0.583384,0.480196
27785,1.8369763512391419e-09,1.0,-0.787021,0.300248
27786,7.092433166490862e-08,1.0,-0.779480,0.430878
27787,1.6474591769597618e-08,1.0,-0.874741,0.340896
27788,2.8026989453228967e-06,1.0,-1.541373,0.521168
27789,1.6275659764327308e-06,1.0,-1.231944,0.602259
27790,1.0439131763224386e-09,1.0,-0.898905,0.256602
27791,1.1610917475536743e-06,1.0,-1.312718,0.492477
27792,1.6261604558909897e-06,1.0,-1.363679,0.716319
27793,4.930658341148197e-06,1.0,-1.062124,0.835897
27794,5.159089493924791e-06,1.0,-1.103832,0.835192
27795,1.4084626666744418e-07,1.0,-0.658184,0.546880
27796,2.5616535936754453e-07,1.0,-0.804108,0.518977
27797,3.1614598278866117e-07,1.0,-0.830070,0.527498
27798,7.29923642261221e-07,1.0,-0.793349,0.647326
27799,7.679697481842855e-08,1.0,-0.622958,0.512379
27800,1.6683141567065435e-06,1.0,-1.288174,0.745908
27801,2.7876749076508154e-06,1.0,-1.432015,0.795337
27802,2.263756084068576e-08,1.0,-0.736057,0.389484
27803,1.6221000738018501e-06,1.0,-1.147493,0.731712
27804,1.2943455156493086e-06,1.0,-0.953654,0.653534
27805,7.747886132607361e-07,1.0,-1.139168,0.512036
27806,1.583204587962339e-07,1.0,-0.711399,0.522143
27807,7.086501931399451e-07,1.0,-1.152412,0.496042
27808,2.9074323592385715e-07,1.0,-0.712656,0.583379
27809,1.5885336449420414e-06,1.0,-1.067435,0.747216
27810,9.304593853052915e-08,1.0,-0.608804,0.543764
27811,9.66320503666841e-08,1.0,-0.566927,0.587783
27812,2.1365467088616072e-06,1.0,-1.137374,0.783112
27813,8.476521800958545e-12,0.0,-0.468727,0.581760
27814,7.924114659681585e-07,1.0,-1.014672,0.555832
27815,7.513225244617273e-07,1.0,-0.786266,0.745995
27816,1.797353896857276e-08,1.0,-0.179297,0.868410
27817,1.1075545595224622e-07,1.0,-0.502913,0.794579
27818,1.3355648054232383e-06,1.0,-0.948757,0.693997
27819,1.2938331872349005e-06,1.0,-0.894090,0.773841
27820,2.2560273518757537e-09,1.0,-0.078864,0.789783
27821,1.328110979433704e-09,1.0,-0.025939,0.693287
27822,5.320859280553686e-10,1.0,0.012763,0.502405
27823,6.962172259539975e-10,1.0,0.093406,0.568681
27824,8.08874218637804e-10,1.0,0.215238,0.556694
27825,7.108393620204096e-08,1.0,1.173513,0.809792
27826,4.124643213808729e-08,1.0,1.205807,0.772747
27827,3.31680766819312e-09,1.0,0.039368,0.836980
27828,1.4545939456951888e-09,1.0,0.198746,0.787067
27829,2.861666058464194e-08,1.0,0.620427,0.820728
27830,3.48399950555521e-08,1.0,0.677357,0.807073
27831,3.1185944883925787e-07,1.0,1.093282,0.884538
27832,8.601764348527695e-08,1.0,1.089784,0.804535
27833,5.6378150417886515e-08,1.0,0.833117,0.750322
27834,3.6450313393242455e-09,1.0,0.419305,0.742723
27835,2.0439396521570873e-08,1.0,0.090389,0.917842
27836,2.915147585919281e-07,1.0,1.334959,0.923448
27837,8.084273411952684e-08,1.0,1.385917,0.864499
27838,1.2841104443767717e-07,1.0,1.126990,0.845654
27839,1.4649183734902375e-06,1.0,0.726974,0.994371
27840,1.2480724079047294e-07,1.0,1.015074,0.829348
27841,1.4826155053748546e-07,1.0,1.043885,0.843627
27842,1.0560382781128103e-07,1.0,0.738193,0.851915
27843,1.0105916144262775e-07,1.0,1.106483,0.824467
27844,1.1834765426983461e-07,1.0,0.949032,0.824490
27845,6.701323471605527e-08,1.0,0.810904,0.799848
27846,2.4152294568600788e-08,1.0,0.503987,0.849784
27847,3.6595799507790837e-08,1.0,0.708314,0.789864
27848,9.831753808578485e-07,1.0,1.045521,0.924585
27849,4.0883034879849206e-07,1.0,1.290447,0.929658
27850,4.08169765802831e-06,1.0,1.135411,1.029049
27851,1.873112731526936e-07,1.0,0.410041,1.074916
27852,2.1126689379794253e-07,1.0,0.461066,0.992682
27853,1.5321652381640503e-08,1.0,0.164563,0.895591
27854,1.2589470871316138e-06,1.0,-0.570131,1.061624
27855,7.326105188641373e-06,1.0,-0.997183,1.063260
27856,8.869068298081959e-07,1.0,-0.426673,1.147382
27857,3.800285060448563e-07,1.0,-0.312577,1.145416
27858,1.2557686626992207e-05,1.0,-1.212289,1.117534
27859,6.165375671260715e-07,1.0,-0.519891,1.274571
27860,5.373073100026284e-06,1.0,-0.835962,1.232654
27861,6.476160263645127e-11,0.0,-0.245525,1.148551
27862,3.121323727265917e-07,1.0,-0.398243,1.260129
27863,6.5548574150669655e-06,1.0,-0.757946,1.192295
27864,4.470023012714392e-09,0.0,-1.020846,1.198370
27865,1.9385109286458715e-06,1.0,-0.667270,1.249071
27866,2.9650134492062127e-06,1.0,-0.700234,1.231828
27867,5.9569520206557e-06,1.0,-0.776783,1.208741
27868,1.219647009289897e-05,1.0,-0.902275,1.165764
27869,3.973138533944542e-06,1.0,-0.765600,1.047199
27870,2.9108182220307528e-06,1.0,-0.676422,1.086387
27871,3.3212883553224456e-06,1.0,-0.638927,0.971488
27872,9.818646478231465e-06,1.0,-0.787316,0.940573
27873,3.939305300469162e-06,1.0,-0.649875,0.954205
27874,9.004050590136512e-06,1.0,-0.818309,0.979770
27875,5.711813231175261e-08,1.0,-0.194202,0.976039
27876,6.194008015208251e-08,1.0,-0.206440,0.977700
27877,4.233118782746334e-08,1.0,-0.158491,1.033694
27878,3.812584891055543e-08,1.0,-0.121086,0.964821
27879,2.2748345847898437e-06,1.0,-0.618666,0.998190
27880,1.9702769548653158e-06,1.0,-0.604348,1.001895
27881,3.630241243248126e-07,1.0,-0.398058,0.954862
27882,7.30604058801113e-06,1.0,-0.744158,0.925560
27883,2.68713988475473e-06,1.0,-0.609574,0.967514
27884,2.6611920879412916e-05,1.0,-1.186420,0.935405
27885,9.305627849734249e-06,1.0,-1.239777,1.046005
27886,5.2424005157948196e-06,1.0,-0.838258,1.066732
27887,1.3638965556048666e-05,1.0,-0.976582,1.151343
27888,8.0961516241968e-06,1.0,-1.071212,1.072319
27889,2.608784982076203e-06,1.0,-0.683863,1.051826
27890,7.617204115269024e-06,1.0,-0.883673,1.103910
27891,1.0333646391764239e-05,1.0,-0.917283,1.128162
27892,1.4459615651940137e-05,1.0,-1.000546,1.155867
27893,8.521789933164417e-10,0.0,-0.673580,1.101117
27894,1.505394350961e-06,1.0,-0.503394,1.139811
27895,6.516491062208731e-06,1.0,-0.927992,1.061086
27896,5.061255356517798e-06,1.0,-0.785581,1.091641
27897,4.003520016985394e-06,1.0,-0.767014,1.063253
27898,2.9322023416891464e-06,1.0,-0.596295,1.143759
27899,1.1640689402594763e-05,1.0,-1.052340,1.120338
27900,1.6223438842279426e-06,1.0,-0.609307,1.045415
27901,2.686915354044604e-06,1.0,-0.682319,1.068613
27902,1.3905096561110532e-06,1.0,-0.570745,1.077811
27903,1.0902281135146504e-05,1.0,-1.051138,1.113974
27904,1.1073481128758772e-05,1.0,-0.937166,1.131609
27905,1.3519037066301072e-05,1.0,-1.122003,1.129643
27906,1.2367315331931306e-05,1.0,-0.919266,1.153964
27907,7.62518053599372e-06,1.0,-0.809142,1.198950
27908,1.2490209882295607e-05,1.0,-0.932810,1.185151
27909,8.284708507131374e-06,1.0,-1.119295,1.064970
27910,1.3532773550020348e-05,1.0,-1.005358,1.195122
27911,4.605316542648472e-06,1.0,-0.708399,0.989627
27912,1.3408026578336609e-05,1.0,-0.887440,0.964899
27913,3.664671372246972e-06,1.0,-0.676336,0.991787
27914,7.5591719800017025e-06,1.0,-0.748865,0.959221
27915,7.118245639437551e-07,1.0,-0.463911,0.949841
27916,8.60709084456619e-08,1.0,-0.252899,0.986376
27917,3.996034941305887e-06,1.0,-0.766990,1.062459
27918,1.3790770548759642e-05,1.0,-0.963265,1.160178
27919,1.7392862556385807e-06,1.0,-0.513382,1.159749
27920,3.050096549210805e-06,1.0,-0.707734,1.065876
27921,3.442878540475422e-07,1.0,-0.411223,1.002377
27922,7.052251020157801e-06,1.0,-0.972286,1.058673
27923,7.928481792639185e-06,1.0,-1.043428,1.073830
27924,8.348596044366914e-06,1.0,-0.836649,1.127065
27925,7.970268896224933e-07,1.0,-0.461790,1.104650
27926,3.7564560881605486e-06,1.0,-0.739628,1.031207
27927,1.1537335589897746e-07,1.0,-0.296523,1.010455
27928,7.017496378365309e-06,1.0,-0.928376,1.082075
27929,1.883434079954057e-05,1.0,-1.242171,1.179319
27930,1.2854283895505372e-05,1.0,-1.308237,1.225881
27931,3.520703403208255e-09,0.0,-2.155680,1.139442
27932,9.629018426684541e-06,1.0,-1.691992,1.104808
27933,8.134052191524267e-06,1.0,-1.591801,1.069522
27934,1.3337734533909372e-05,1.0,-1.210170,1.219020
27935,6.618054959850829e-06,1.0,-0.921093,1.044449
27936,1.4717934992471847e-05,1.0,-1.188690,1.134110
27937,1.9903842295419267e-05,1.0,-1.355516,1.178704
27938,2.995143274185639e-09,0.0,-1.068028,1.236980
27939,5.479623796102183e-06,1.0,-0.836851,1.078133
27940,1.897475102768922e-05,1.0,-1.273985,1.164531
27941,2.4491923419733977e-09,0.0,-1.039356,1.072694
27942,1.167389152118543e-05,1.0,-1.172587,1.226336
27943,4.684999068332036e-06,1.0,-0.885984,1.253153
27944,1.5690338866294987e-05,1.0,-1.445009,1.213837
27945,1.5890869256140587e-05,1.0,-1.358654,1.211552
27946,1.207347857043332e-09,0.0,-0.647466,1.187556
27947,1.1636849042557633e-05,1.0,-0.897848,1.181896
27948,1.2136500268731118e-05,1.0,-0.905561,1.176251
27949,1.649286681200591e-06,1.0,-0.508669,1.173749
27950,8.346928782590223e-06,1.0,-0.884911,1.213440
27951,4.542130251172673e-06,1.0,-0.782745,1.078166
27952,5.2911675234230086e-06,1.0,-0.798453,1.021333
27953,7.399167758443967e-06,1.0,-0.997108,1.051529
27954,8.29656431125865e-06,1.0,-0.884493,1.112577
27955,1.0048370099854297e-05,1.0,-1.031445,1.224498
27956,1.8496585223268816e-05,1.0,-1.658112,1.181389
27957,7.057475600295868e-06,1.0,-1.241510,1.261941
27958,1.1068470528973755e-05,1.0,-0.988240,1.211441
27959,7.87008778949775e-06,1.0,-0.790590,1.139950
27960,2.7217470453311148e-08,1.0,-0.040099,0.986225
27961,8.01241829398159e-06,1.0,-1.022315,1.080927
27962,8.50612906612288e-06,1.0,-0.795506,1.151714
27963,1.606218158208696e-09,0.0,-0.716839,1.202179
27964,1.907494602020135e-06,1.0,-0.590603,1.097964
27965,9.053339823396515e-06,1.0,-1.307484,1.066721
27966,3.961976105444334e-06,1.0,-0.716976,1.097606
27967,1.1993831825999125e-05,1.0,-0.964933,1.135321
27968,3.2181840487647963e-06,1.0,-0.716915,1.067651
27969,1.3905988353928676e-05,1.0,-1.198617,1.127877
27970,8.126591554862473e-06,1.0,-1.092867,1.065927
27971,7.860389448280258e-06,1.0,-1.049425,1.053334
27972,5.749197721142931e-06,1.0,-0.842640,1.083079
27973,3.6453092447721376e-06,1.0,-0.714128,1.089684
27974,2.3301153011742574e-06,1.0,-0.586310,0.949372
27975,2.6908415774350853e-06,1.0,-0.594240,1.132356
27976,1.9414533354228032e-05,1.0,-1.579073,1.164978
27977,5.879536849892167e-06,1.0,-0.828682,1.224832
27978,2.327152493039261e-06,1.0,-0.659740,1.065540
27979,2.953855152184728e-07,1.0,-0.379280,0.942689
27980,1.0198378432857134e-06,1.0,-0.500972,0.960562
27981,1.3379068587085012e-07,1.0,-0.296051,1.061347
27982,4.012663700114297e-06,1.0,-0.759097,1.073128
27983,9.44496090466746e-06,1.0,-0.840919,0.983661
27984,1.5228538097167394e-07,1.0,-0.310537,0.964159
27985,7.020097306932295e-06,1.0,-0.969553,1.059820
27986,1.0942905936379178e-06,1.0,-0.555936,1.040422
27987,1.4629151380702925e-05,1.0,-1.013623,1.154244
27988,1.1644093088912672e-06,1.0,-0.460111,1.172564
27989,1.4224619022546988e-06,1.0,-0.488743,1.149968
27990,8.493278346609899e-06,1.0,-0.789174,1.165133
27991,1.4332405998195118e-05,1.0,-1.091822,1.138488
27992,8.811064513107166e-06,1.0,-0.997259,1.024363
27993,1.0626854982984807e-05,1.0,-1.094126,1.018682
27994,1.0730603464535239e-05,1.0,-1.035753,1.011745
27995,3.736077058044216e-09,0.0,-1.149624,1.014623
27996,1.1127260858809138e-05,1.0,-1.098195,0.870198
27997,3.0003746540825316e-09,0.0,-0.803983,0.953152
27998,3.4541054377371156e-10,0.0,-0.557915,1.086579
27999,3.260974320773987e-06,1.0,-0.706693,1.079861
28000,7.844181435926304e-06,1.0,-1.054822,1.064479
28001,1.0942525136203144e-05,1.0,-0.997877,1.120184
28002,1.6515014891635447e-06,1.0,-0.671260,1.264403
28003,6.730020702318425e-06,1.0,-0.752568,1.185936
28004,1.137537911168402e-05,1.0,-1.050365,1.008643
28005,1.790897513364177e-05,1.0,-1.340419,0.880008
28006,3.41755555958453e-09,0.0,-1.334330,0.854781
28007,8.872569257849755e-10,0.0,-1.039049,0.810737
28008,7.569899748107237e-10,0.0,-1.407334,0.781432
28009,6.283026962538e-09,0.0,-1.233661,0.890926
28010,3.5437653654396105e-09,0.0,-1.483365,0.848531
28011,2.2695772526393454e-09,0.0,-0.974941,1.036834
28012,6.751109380622559e-10,0.0,-0.674011,1.031994
28013,1.542591166958514e-05,1.0,-0.960427,0.905960
28014,1.8729780336162566e-05,1.0,-1.052868,0.968648
28015,1.277442214401239e-05,1.0,-1.320209,1.016581
28016,1.1442293767142017e-05,1.0,-1.298609,0.861364
28017,3.4724683968368154e-09,0.0,-1.460845,0.848991
28018,6.021485609583106e-10,0.0,-1.725917,0.731346
28019,1.2664814141372626e-09,0.0,-1.765127,0.789549
28020,2.1808520684445275e-06,1.0,-2.052659,0.733613
28021,6.305671328059649e-10,0.0,-1.853505,0.718111
28022,4.381599929359625e-06,1.0,-0.791398,1.056342
28023,1.2072736100299464e-05,1.0,-1.009348,0.999175
28024,9.636975783687467e-06,1.0,-1.019230,1.018980
28025,1.949232779656167e-05,1.0,-1.005619,0.954048
28026,6.688576898668558e-09,0.0,-1.317060,0.981967
28027,4.116306837260539e-09,0.0,-1.457122,0.856100
28028,6.973789367573313e-10,0.0,-1.174794,0.785423
28029,2.411555518791155e-09,0.0,-1.444025,0.835426
28030,1.952167613620658e-09,0.0,-1.558862,0.820961
28031,1.4046958598386486e-09,0.0,-1.317216,0.817917
28032,2.678987278664773e-09,0.0,-1.473776,0.838066
28033,1.5558530497230478e-09,0.0,-1.447143,0.817371
28034,5.753717935136304e-09,0.0,-1.642418,0.857233
28035,5.295153315947674e-06,1.0,-1.392811,0.826304
28036,2.289593520105076e-09,0.0,-1.267758,0.840913
28037,3.4495068200148768e-09,0.0,-1.306072,0.856540
28038,1.896710182748823e-09,0.0,-0.882543,1.026302
28039,3.4014943445403083e-09,0.0,-0.990515,1.000152
28040,1.2207771636430327e-05,1.0,-1.173148,1.013287
28041,1.2401362108296002e-05,1.0,-1.204238,0.869182
28042,4.214990899768917e-09,0.0,-1.404402,0.860098
28043,2.276516044036139e-09,0.0,-0.883354,1.008631
28044,8.900357509710112e-06,1.0,-1.305900,0.850484
28045,2.255747969712143e-09,0.0,-1.092082,0.849614
28046,3.956904229746612e-09,0.0,-1.403369,0.857478
28047,3.3095415626759306e-06,1.0,-1.490081,0.802225
28048,2.778683949650075e-09,0.0,-1.159370,1.072106
28049,1.2170864689870514e-05,1.0,-1.757905,0.834385
28050,3.874347503637686e-09,0.0,-1.331550,0.860294
28051,7.91034907254727e-09,0.0,-1.240003,0.908418
28052,6.9856919879917855e-06,1.0,-1.222425,0.843227
28053,2.7643100694606774e-06,1.0,-1.498233,0.792794
28054,7.570362545944456e-09,0.0,-1.131001,0.945736
28055,5.3556538979938045e-06,1.0,-0.720124,0.981597
28056,2.285397791614702e-05,1.0,-1.132715,0.958128
28057,7.374177245997313e-06,1.0,-1.405244,0.839248
28058,1.058026868645859e-09,0.0,-1.890350,0.772927
28059,1.7091132202707746e-06,1.0,-1.777684,0.727333
28060,2.559241312651264e-06,1.0,-1.653868,0.780038
28061,1.1378938377907505e-05,1.0,-1.008963,1.003748
28062,3.4844678478935564e-06,1.0,-0.734051,1.041052
28063,5.03722789745633e-06,1.0,-0.706979,1.128955
28064,1.4107517447626213e-05,1.0,-0.869836,0.934879
28065,4.640099475080824e-06,1.0,-0.805749,1.051457
28066,8.918825206786618e-08,1.0,-0.252874,1.052656
28067,2.1178156300855047e-05,1.0,-1.215954,0.898053
28068,1.487183675821218e-05,1.0,-0.909734,0.960472
28069,1.081068869215749e-06,1.0,-0.514091,1.095781
28070,1.1692047451291383e-05,1.0,-0.898701,1.151956
28071,1.076188228455648e-06,1.0,-0.464972,1.192174
28072,9.51411717984092e-06,1.0,-0.927886,1.117160
28073,3.2712625139729747e-06,1.0,-0.714367,1.073946
28074,9.487746261737839e-07,1.0,-0.537788,1.038341
28075,1.39048149466441e-05,1.0,-1.356100,1.122703
28076,3.750116959196866e-06,1.0,-0.627712,1.163966
