,weight,n_prot,chi,eRMSD
41756,8.567572539587938e-07,1.0,2.684022,0.813700
41757,2.0378631932452183e-09,0.0,2.957740,0.805878
41758,5.900664049599602e-10,0.0,2.766201,0.808998
41759,1.9841133099365413e-09,0.0,-3.074612,0.755007
41760,3.3180710686242143e-12,0.0,2.927630,0.368653
41761,4.041286404128475e-06,1.0,3.027703,0.760748
41762,6.034730978322814e-07,1.0,3.126325,0.599898
41763,7.201527030960458e-10,1.0,2.674906,0.438205
41764,1.1585604815647357e-12,0.0,2.273769,0.599686
41765,3.1982254678768875e-07,1.0,2.728997,0.720416
41766,4.05296790438264e-08,1.0,2.124472,0.748604
41767,9.190374551608593e-08,1.0,2.223725,0.790164
41768,9.519639119388864e-08,1.0,2.727804,0.648529
41769,1.404586959762414e-06,1.0,-2.899111,0.662822
41770,4.296835360503145e-08,1.0,2.269594,0.741371
41771,3.1885563345372e-06,1.0,-3.122712,0.726507
41772,2.275963355820979e-10,0.0,3.124266,0.490038
41773,3.685096397812113e-10,0.0,-3.124404,0.593711
41774,8.96048032031394e-10,0.0,-2.998718,0.693662
41775,2.6007107143247774e-13,0.0,2.672069,0.421764
41776,6.613936403502204e-11,0.0,-3.069490,0.341185
41777,2.5301203478800947e-20,0.0,3.020476,0.056900
41778,6.16551617779855e-16,1.0,-3.103135,0.047542
41779,1.463602431776878e-17,0.0,3.091280,0.083132
41780,1.1428833899540112e-20,0.0,3.075821,0.044739
41781,1.3373201875406951e-11,0.0,-2.953870,0.252980
41782,5.742326516196e-07,1.0,-2.634586,0.293526
41783,1.0007699899562224e-10,1.0,-2.641329,0.064129
41784,5.442001136647227e-15,0.0,-2.795862,0.063210
41785,3.1229022957943445e-17,0.0,3.056960,0.094837
41786,1.4206897314028142e-16,1.0,3.065047,0.055157
41787,1.4945486048028224e-16,0.0,-3.009387,0.068831
41788,2.623018032976424e-21,0.0,2.814807,0.078937
41789,5.998934505065007e-17,1.0,3.120087,0.043356
41790,7.694645831563697e-18,0.0,3.086643,0.079723
41791,6.38137507589511e-17,0.0,-2.971805,0.058784
41792,1.7228746379330284e-22,0.0,2.718807,0.080418
41793,2.7311732641534884e-17,0.0,3.129850,0.080613
41794,1.2782142930862036e-12,0.0,2.748182,0.434962
41795,3.49562643745086e-11,0.0,2.804273,0.573763
41796,9.81927498770929e-07,1.0,2.912496,0.706878
41797,2.1365435384053377e-10,0.0,2.711833,0.755691
41798,2.5023266626070013e-06,1.0,-3.137234,0.711601
41799,1.7223060030500569e-09,0.0,-2.338249,0.792506
41800,2.9436619410922967e-06,1.0,-2.937383,0.730790
41801,6.326987154458323e-10,0.0,-3.063826,0.654787
41802,8.403651521392913e-10,0.0,-2.897663,0.706141
41803,7.282550134677214e-10,0.0,2.939459,0.723174
41804,5.371628332055746e-06,1.0,-3.102884,0.760478
41805,1.1736125310697112e-09,0.0,2.863531,0.805335
41806,2.3260365395403002e-11,0.0,2.314340,0.776090
41807,2.1238937229423652e-09,0.0,2.933196,0.868497
41808,6.620495625486287e-06,1.0,3.035063,0.796992
41809,3.424814544750964e-09,0.0,-3.123415,0.805479
41810,3.6500951868643526e-09,0.0,3.093685,0.828128
41811,4.262157969920264e-09,0.0,-3.086166,0.835111
41812,1.1424759861444946e-05,1.0,-3.063876,0.818559
41813,3.615608851272549e-07,1.0,2.608826,0.787913
41814,3.498720736068891e-09,0.0,3.132323,0.810843
41815,1.3762677544754923e-09,0.0,2.902255,0.793770
41816,1.6172989819578945e-07,1.0,2.446840,0.795423
41817,2.2852651241204477e-09,0.0,2.960629,0.824365
41818,3.0391005610889204e-09,0.0,3.059520,0.809151
41819,3.3161076713631066e-09,0.0,-3.130547,0.801938
41820,2.6745762389428374e-11,0.0,2.182280,0.807759
41821,1.2413032624466304e-07,1.0,2.102861,0.820028
41822,1.2527355630471255e-07,1.0,2.195451,0.815994
41823,1.8763538709262665e-07,1.0,2.227728,0.884140
41824,1.7517910084622316e-07,1.0,2.161003,0.892569
41825,1.0463463095201907e-07,1.0,1.765397,0.878308
41826,1.5341646502739243e-07,1.0,2.173931,0.841714
41827,1.4772869540191188e-07,1.0,1.973882,0.885578
41828,1.2246880514194633e-07,1.0,1.873272,0.863921
41829,1.485739767635919e-07,1.0,2.182195,0.836063
41830,2.7607752304729624e-07,1.0,2.319202,0.952636
41831,1.5710051211781265e-07,1.0,2.056003,0.868897
41832,3.017342252344579e-11,0.0,2.090818,0.887758
41833,1.5530141813319286e-07,1.0,2.041458,0.869050
41834,1.5670768966422483e-07,1.0,2.023049,0.904265
41835,1.3336322564682006e-07,1.0,1.914316,0.868458
41836,1.270270473151195e-07,1.0,1.856345,0.890195
41837,1.8560740201271611e-07,1.0,2.276766,0.856411
41838,1.9342733579894363e-07,1.0,2.240856,0.890826
41839,1.2223706044454025e-07,1.0,1.809768,0.901325
41840,2.7054241977393895e-07,1.0,2.379684,0.888968
41841,1.4288103625647283e-07,1.0,1.949116,0.880571
41842,1.7973514917149497e-07,1.0,2.235558,0.862903
41843,1.8575997925223034e-07,1.0,2.186407,0.915366
41844,4.1527908434878234e-07,1.0,1.978119,1.004306
41845,1.57492395656155e-07,1.0,1.950342,0.932475
41846,1.5709622073952472e-07,1.0,2.208161,0.841470
41847,1.8906731590073257e-07,1.0,2.216149,0.901275
41848,1.5391190619349773e-07,1.0,2.215733,0.837531
41849,1.432256551203967e-07,1.0,2.197059,0.830022
41850,1.5628359153821437e-07,1.0,2.035818,0.878306
41851,1.5053712120943595e-07,1.0,2.160310,0.840025
41852,1.0654543020572413e-06,1.0,2.634410,0.895896
41853,3.663821411404869e-07,1.0,2.369388,0.972585
41854,1.267106147704247e-06,1.0,2.550600,1.027683
41855,7.36368793743424e-06,1.0,2.349131,1.156391
41856,3.535528885149873e-07,1.0,2.458115,0.875513
41857,3.037329811283154e-07,1.0,2.059794,0.986350
41858,2.3629512047441228e-06,1.0,2.588625,1.059555
41859,2.2257055434585345e-06,1.0,2.677340,1.023131
41860,2.1654816129873258e-07,1.0,2.268910,0.923524
41861,4.924484267815774e-07,1.0,2.496287,0.928065
41862,1.2820696182193446e-06,1.0,2.684672,0.858722
41863,1.3415230423400973e-07,1.0,2.111653,0.827924
41864,1.5445400701248748e-07,1.0,2.045314,0.864439
41865,1.0809369324557608e-07,1.0,1.884224,0.837599
41866,2.008244576957279e-07,1.0,2.377105,0.835335
41867,1.3960415167990255e-07,1.0,2.234256,0.823897
41868,2.058647663462161e-07,1.0,2.386795,0.834843
41869,5.648537567013769e-06,1.0,3.014552,0.789944
41870,9.636438473128857e-06,1.0,3.038910,0.836080
41871,1.2943144077416665e-10,0.0,2.595224,0.792440
41872,1.1610642019149621e-05,1.0,-3.099867,0.821567
41873,2.9937527758836675e-09,0.0,3.054282,0.808951
41874,4.057768695000828e-09,0.0,3.140961,0.834435
41875,3.27139155923284e-09,0.0,-3.125572,0.800057
41876,6.913748693949393e-11,0.0,2.495731,0.798736
41877,2.5516620088937046e-09,0.0,-2.929107,0.797337
41878,8.234790834939652e-06,1.0,-2.851243,0.810038
41879,1.4334315153862624e-09,0.0,2.933351,0.778608
41880,8.175617600885465e-08,1.0,1.998413,0.795828
41881,8.726068576370506e-06,1.0,3.038884,0.823483
41882,1.0990220788563088e-05,1.0,-2.932560,0.822357
41883,6.252697015936889e-11,0.0,2.398934,0.889437
41884,6.06037785811016e-07,1.0,2.551598,0.885686
41885,1.1428479021347596e-10,0.0,2.510048,0.893593
41886,6.000320901681694e-06,1.0,2.901172,0.968685
41887,7.380994478668942e-06,1.0,2.940351,0.869701
41888,2.415302290468022e-07,1.0,2.337100,0.897453
41889,3.574140987393302e-06,1.0,2.807320,0.907683
41890,1.350588503168089e-06,1.0,2.663694,0.915069
41891,2.0197073351147871e-07,1.0,2.312751,0.859767
41892,3.297802805635062e-06,1.0,2.794118,0.922312
41893,3.0271716064795546e-06,1.0,2.836848,0.827959
41894,1.2865395614718934e-06,1.0,2.655790,0.918879
41895,1.655088588262988e-07,1.0,2.239486,0.844944
41896,6.271809319332526e-08,1.0,1.742361,0.823738
41897,2.980712941005805e-07,1.0,2.529685,0.811326
41898,1.085480378492309e-07,1.0,1.786143,0.877649
41899,1.3960926841259317e-07,1.0,1.882673,0.917319
41900,1.672135877536774e-07,1.0,2.171190,0.860679
41901,2.1808138471835e-07,1.0,2.449831,0.818181
41902,1.5590255807185346e-07,1.0,2.163635,0.845636
41903,1.259893943642122e-07,1.0,1.880610,0.868500
41904,1.1033211111092404e-07,1.0,1.812865,0.868604
41905,5.0878972252953723e-08,1.0,1.941416,0.776999
41906,1.3125636413011463e-07,1.0,2.132508,0.824159
41907,2.976618973219739e-09,1.0,2.064887,0.645216
41908,1.9725637261724827e-08,1.0,2.196586,0.706677
41909,2.615273584610556e-12,0.0,2.467145,0.590767
41910,7.659283192047496e-11,0.0,3.002258,0.472016
41911,1.389198093122773e-10,0.0,3.055887,0.485561
41912,8.238120004885827e-13,0.0,2.506609,0.523736
41913,2.0577521386964725e-11,0.0,2.761945,0.563307
41914,3.226773848433698e-11,0.0,2.592593,0.698337
41915,2.3983353636393467e-11,0.0,1.857151,0.838969
41916,4.450620475293057e-08,1.0,2.182003,0.749586
41917,4.952745671304087e-10,0.0,2.770395,0.785205
41918,8.136581754437657e-08,1.0,2.361590,0.768318
41919,6.655876907250909e-14,0.0,2.006539,0.562464
41920,6.1447592870156665e-09,1.0,1.809722,0.721403
41921,6.3147725492843805e-12,0.0,1.777065,0.768423
41922,1.3585880090763875e-09,1.0,1.981574,0.638545
41923,2.020839827206094e-08,1.0,2.636183,0.599137
41924,1.6380229818388392e-06,1.0,3.093245,0.690169
41925,4.451417609350135e-10,0.0,-3.006189,0.486380
41926,6.179348910408735e-10,0.0,-2.906328,0.643987
41927,6.776758856049039e-10,0.0,-2.824535,0.503453
41928,2.813087189957739e-10,0.0,3.085736,0.591077
41929,8.290205085665096e-10,0.0,-2.893813,0.705396
41930,8.351437975911613e-10,0.0,-3.084101,0.683242
41931,9.17233151296176e-10,0.0,-3.061180,0.691571
41932,6.236396203064803e-10,0.0,-2.830690,0.576316
41933,6.508992245966793e-10,0.0,-2.608876,0.648278
41934,9.410619124698466e-10,0.0,-2.415645,0.769176
41935,2.7301707480634062e-06,1.0,-2.250764,0.751337
41936,5.973400342380374e-10,0.0,-2.739262,0.670839
41937,1.3218378293626413e-09,0.0,-2.995485,0.731369
41938,9.713668146178398e-10,0.0,-2.836851,0.740544
41939,1.5185542264364597e-11,0.0,2.610749,0.639715
41940,2.3663852365830826e-10,0.0,3.054278,0.585776
41941,1.2178089091226284e-06,1.0,-2.894539,0.638072
41942,1.2953968699849788e-09,0.0,2.901258,0.960230
41943,7.876791464828848e-06,1.0,2.963640,0.978297
41944,8.865554786752248e-06,1.0,3.023255,0.832675
41945,1.7111764778847016e-09,0.0,2.972997,0.999922
41946,1.296148729086142e-06,1.0,2.634188,0.983738
41947,2.7730415200549417e-09,0.0,3.007626,0.897360
41948,9.651833892685104e-06,1.0,2.964989,1.028072
41949,5.331515350653541e-06,1.0,2.871836,0.922366
41950,5.177947835107516e-06,1.0,2.866751,0.921972
41951,4.202821250668889e-07,1.0,2.850405,0.680845
41952,7.990081040739165e-11,0.0,2.667100,0.716091
41953,8.527387235501609e-11,0.0,2.901739,0.578911
41954,1.1515732607016358e-10,0.0,-2.723961,0.269719
41955,8.912811314419873e-10,0.0,-2.747679,0.405050
41956,4.857561466444076e-10,0.0,-2.961463,0.439856
41957,9.332647907639438e-12,0.0,-2.863346,0.199889
41958,2.0792614170492254e-07,1.0,-2.723528,0.275296
41959,1.5118957338654946e-10,0.0,-1.955506,0.229008
41960,3.3176094112822724e-09,0.0,-2.181020,0.500567
41961,1.025533416482667e-05,1.0,-1.990351,0.408300
41962,5.615408964901388e-06,1.0,-2.243953,0.556529
41963,4.645210272519786e-06,1.0,-2.472287,0.398272
41964,5.047051317559865e-06,1.0,-1.731388,0.514732
41965,7.637193641852293e-06,1.0,-1.868109,0.475974
41966,3.3043064884847676e-06,1.0,-2.109478,0.294225
41967,2.0145646071759746e-09,0.0,-1.690705,0.467475
41968,5.061764579051109e-09,0.0,-2.042442,0.417724
41969,5.890188228533104e-06,1.0,-1.833882,0.390206
41970,3.0269324977114216e-09,0.0,-2.023578,0.332412
41971,2.9412862552995396e-10,0.0,-2.165170,0.216453
41972,1.3387797281018118e-09,0.0,-1.721297,0.363123
41973,1.8232299115219656e-06,1.0,-1.656342,0.359507
41974,2.9687609911429827e-12,0.0,3.004782,0.325093
41975,1.998694104469997e-11,0.0,-2.850904,0.235157
41976,1.5924110422285052e-10,0.0,2.903044,0.636736
41977,4.892250534692265e-09,0.0,-2.946493,0.859700
41978,2.4336145965653024e-07,1.0,2.527948,0.796279
41979,5.87621634161308e-10,0.0,2.757205,0.932679
41980,2.3319399487459456e-06,1.0,2.741663,0.932054
41981,4.877675309336338e-07,1.0,-3.135901,0.545033
41982,7.426463879457069e-07,1.0,-3.070771,0.594936
41983,1.1476765899584363e-09,0.0,-2.616783,0.462624
41984,6.797184484008923e-10,0.0,-2.786608,0.562833
41985,4.4907008460963955e-07,1.0,-3.118081,0.489336
41986,1.9495807663086583e-10,0.0,2.831940,0.685508
41987,1.935769221712024e-06,1.0,2.990975,0.722655
41988,1.203051584999491e-09,0.0,-3.132494,0.714109
41989,2.578509528985579e-06,1.0,-2.972094,0.716711
41990,9.962475582231063e-10,0.0,3.055481,0.711695
41991,6.852040227403947e-10,0.0,-2.814077,0.699984
41992,3.884870762889138e-09,0.0,-3.112030,0.821759
41993,3.158728352290612e-09,0.0,3.022458,0.871279
41994,1.4017401141131897e-07,1.0,2.436797,0.788117
41995,2.4896333482519463e-06,1.0,-3.040861,0.709447
41996,2.7818786709472416e-10,0.0,2.806852,0.719943
41997,1.3790695065144612e-09,0.0,-2.967451,0.740534
41998,4.213561951627308e-09,0.0,3.130119,0.882008
41999,7.272518713019827e-10,0.0,-2.854836,0.696686
42000,2.3647597754949623e-10,0.0,2.761243,0.733693
42001,2.445409462014308e-11,0.0,2.569204,0.692371
42002,1.0558684192970108e-09,0.0,-2.932465,0.723453
42003,2.2893595048619667e-10,0.0,2.731116,0.748889
42004,7.101875824895473e-08,1.0,1.773381,0.826006
42005,1.3396398416533142e-07,1.0,1.928155,0.862021
42006,1.306717896599199e-07,1.0,1.984897,0.839128
42007,8.963354516774677e-08,1.0,2.159574,0.791401
42008,1.6482792544720207e-07,1.0,1.862660,0.949025
42009,1.5078793315353222e-07,1.0,1.724949,0.943651
42010,1.3138913333165482e-07,1.0,1.959136,0.845961
42011,1.4944360331446475e-07,1.0,2.036622,0.855215
42012,2.179535067578216e-07,1.0,1.881273,0.972057
42013,2.0497420133963907e-07,1.0,2.218528,0.933215
42014,2.046949132404322e-07,1.0,1.943008,0.964539
42015,3.3963466187006504e-07,1.0,1.805308,0.998245
42016,2.6029255155016696e-11,0.0,1.889780,0.899292
42017,1.2527394272849655e-07,1.0,1.841685,0.893991
42018,1.800665940238694e-07,1.0,2.079153,0.937820
42019,7.850461726440787e-08,1.0,1.955869,0.798273
42020,1.3330833646303429e-07,1.0,1.942389,0.854346
42021,5.449647605050318e-08,1.0,1.779595,0.806729
42022,5.59317845631737e-08,1.0,1.964432,0.778734
42023,6.468506892783619e-08,1.0,2.034229,0.779079
42024,1.4622566356360873e-08,1.0,1.806784,0.748449
42025,1.052774552900123e-07,1.0,1.842685,0.847159
42026,1.6610340148636e-07,1.0,2.098609,0.896437
42027,7.452693423636378e-08,1.0,1.700937,0.849366
42028,1.0428356617602997e-07,1.0,1.753646,0.882061
42029,5.483214272133771e-08,1.0,1.970494,0.777058
42030,2.1018364030718697e-07,1.0,2.129857,0.953913
42031,2.789168887028505e-08,1.0,1.644815,0.793974
42032,6.194129407608044e-08,1.0,2.232369,0.764943
42033,1.2756696099223296e-07,1.0,2.092470,0.823523
42034,1.8337806211971154e-07,1.0,2.178319,0.913922
42035,1.2087118946494216e-06,1.0,2.183931,1.048069
42036,4.473492723420918e-06,1.0,2.844379,0.972556
42037,4.827018244929757e-07,1.0,2.512535,0.884710
42038,1.0390122444184092e-06,1.0,2.513850,1.023405
42039,2.719801506715394e-06,1.0,2.757525,0.979932
42040,3.947453653717168e-06,1.0,2.789225,1.016882
42041,5.763145362761739e-06,1.0,2.892093,0.955122
42042,5.289524504406945e-06,1.0,2.874888,0.977002
42043,5.446121536234208e-07,1.0,2.487593,0.967695
42044,1.1757520332900215e-06,1.0,2.641286,0.924899
42045,1.5424033905382433e-07,1.0,1.988245,0.915896
42046,1.582612715834478e-08,1.0,2.200867,0.695027
42047,1.3712171326448958e-07,1.0,2.170504,0.826799
42048,2.9301662965910335e-07,1.0,2.633246,0.761517
42049,2.4733324788698683e-08,1.0,2.371629,0.696141
42050,2.1030100685738734e-07,1.0,2.492538,0.799432
42051,1.873039150566539e-07,1.0,2.583922,0.755091
42052,1.9476963200241212e-07,1.0,2.618501,0.742351
42053,8.115466204787166e-08,1.0,2.241990,0.780852
42054,4.0515994609097777e-07,1.0,2.480133,0.883179
42055,5.40378220829085e-07,1.0,2.749245,0.743003
42056,6.213716862126813e-07,1.0,2.644048,0.811029
42057,6.747360324869384e-07,1.0,2.665318,0.804956
42058,1.0946630172721282e-08,1.0,2.505905,0.615343
42059,2.1058995774364324e-07,1.0,2.572947,0.767307
42060,9.863001556009856e-09,1.0,2.352143,0.646995
42061,6.367453346192201e-10,1.0,2.604397,0.463461
42062,9.788981427102818e-12,0.0,2.838421,0.463779
42063,7.551897610112459e-11,0.0,2.627531,0.733696
42064,5.100215314890408e-09,0.0,-2.991151,0.888102
42065,1.953163925606154e-09,0.0,-2.913855,0.779822
42066,2.180309609485017e-09,0.0,2.942458,0.880807
42067,1.997222373927966e-06,1.0,2.721121,0.911283
42068,1.265415550046176e-05,1.0,-2.942845,1.062375
42069,5.773694303735855e-06,1.0,2.884865,0.907116
42070,4.896149356456127e-07,1.0,2.558359,0.843140
42071,4.334431840474403e-06,1.0,2.862795,0.853390
42072,2.842227705982468e-07,1.0,2.360865,0.934537
42073,1.3364536824059187e-06,1.0,2.701515,0.847384
42074,1.8613612734726363e-07,1.0,2.392973,0.822631
42075,1.3090639291781424e-07,1.0,2.214283,0.818997
42076,1.8354671538034105e-07,1.0,2.204703,0.890141
42077,1.5451317672941597e-07,1.0,2.030290,0.872131
42078,1.2001477687974972e-07,1.0,1.879202,0.856020
42079,1.4585402422720434e-07,1.0,2.091185,0.841343
42080,1.8069029623792097e-07,1.0,2.082124,0.937998
42081,1.6565162704869434e-07,1.0,2.081070,0.910071
42082,1.8014191086454863e-07,1.0,2.115800,0.930983
42083,1.8658054842809106e-07,1.0,2.364310,0.831195
42084,2.22244441838859e-07,1.0,2.341439,0.865624
42085,8.342025811438704e-07,1.0,2.704201,0.798509
42086,2.3068843729342347e-09,0.0,2.949480,0.847730
42087,3.5727599869323773e-09,0.0,-3.078897,0.810204
42088,3.252075998995652e-09,0.0,-3.052318,0.801572
42089,2.7648289861792247e-09,0.0,3.021334,0.812425
42090,1.4414148753514434e-09,0.0,2.932741,0.779501
42091,1.8710556403090195e-07,1.0,2.128181,0.936801
42092,1.5730310516521208e-05,1.0,-3.132523,0.893475
42093,4.311911535150095e-06,1.0,2.976866,0.781495
42094,1.7799329479459337e-06,1.0,2.916316,0.742368
42095,4.196887777281012e-07,1.0,2.483148,0.888975
42096,1.567390884108426e-05,1.0,-2.912069,0.935198
42097,1.163634378822116e-10,0.0,2.516385,0.953539
42098,9.795157802291606e-06,1.0,2.612576,1.188681
42099,4.18979283116812e-06,1.0,2.507019,1.107008
42100,1.0537449338884708e-05,1.0,2.773185,1.101250
42101,3.9718986679336225e-05,1.0,3.064975,1.136955
42102,7.3955026541788555e-06,1.0,2.461755,1.162766
42103,2.9388152224251017e-05,1.0,-3.140516,1.104721
42104,1.16306570645566e-05,1.0,-3.132983,0.999168
42105,2.4052215308929563e-05,1.0,3.134739,1.088171
42106,6.122657469332719e-09,0.0,3.069914,1.110605
42107,1.8633671313201565e-09,0.0,2.756439,1.108677
42108,3.547227799068123e-05,1.0,3.105202,1.121085
42109,1.2981233806333799e-09,0.0,2.455993,1.203758
42110,1.0450309921001572e-05,1.0,2.627695,1.169864
42111,7.4151958734729e-06,1.0,2.548950,1.145231
42112,3.5324959219656468e-06,1.0,2.421373,1.319440
42113,1.525631584620125e-09,0.0,1.856936,1.382228
42114,8.297956095455416e-06,1.0,2.076787,1.258195
42115,5.210393320532603e-06,1.0,2.260259,1.273844
42116,5.723056467859692e-06,1.0,2.053284,1.345573
42117,4.167949225320253e-06,1.0,2.470652,1.275027
42118,4.508579136351211e-06,1.0,2.344342,1.275835
42119,4.6479559429205375e-06,1.0,2.401560,1.263807
42120,5.289599725051651e-06,1.0,2.216046,1.283654
42121,6.109895732505937e-06,1.0,1.969420,1.377530
42122,6.117520610910014e-06,1.0,2.196799,1.268006
42123,3.996172891322745e-06,1.0,2.277988,1.352042
42124,4.942422809395076e-06,1.0,2.425009,1.254561
42125,6.998279812760833e-06,1.0,1.970028,1.331533
42126,5.586343894376483e-06,1.0,2.081160,1.333632
42127,7.340526016813657e-06,1.0,1.952377,1.328431
42128,1.1618127596867555e-05,1.0,1.877831,1.267665
42129,1.53648364493732e-09,0.0,1.903545,1.319849
42130,4.014750509047625e-06,1.0,2.275825,1.340149
42131,7.474799730812003e-06,1.0,2.109713,1.263630
42132,3.598901307778739e-06,1.0,2.387027,1.342167
42133,1.1332255160938665e-09,0.0,2.209182,1.255343
42134,5.028303276034552e-06,1.0,2.169509,1.312697
42135,3.3465636894063045e-06,1.0,2.140319,1.434540
42136,3.664428294690785e-06,1.0,2.411577,1.359964
42137,3.897106202636098e-06,1.0,2.304515,1.374392
42138,7.629245225817531e-06,1.0,2.418913,1.189808
42139,6.8101687318019596e-06,1.0,2.002762,1.318384
42140,3.3000170691960595e-06,1.0,2.566714,1.084089
42141,7.282459268766735e-06,1.0,2.251286,1.139781
42142,5.562247641942448e-06,1.0,2.110689,1.315530
42143,4.122270779401106e-06,1.0,2.240319,1.378454
42144,5.720669623409309e-06,1.0,2.083699,1.322793
42145,1.1197894811386802e-09,0.0,2.421704,1.231506
42146,1.6741085447350273e-09,0.0,2.152748,1.212951
42147,1.4427592867934633e-09,0.0,2.259675,1.204988
42148,4.807807420133215e-06,1.0,2.417034,1.121054
42149,1.0615767492984282e-05,1.0,2.042767,1.234241
42150,5.6130186616902236e-06,1.0,2.231216,1.270847
42151,9.104081073813098e-06,1.0,2.128267,1.234475
42152,1.2771896927992668e-05,1.0,1.787068,1.298190
42153,2.361243306557831e-09,0.0,1.979349,1.191559
42154,7.766430698504305e-06,1.0,2.472152,1.181489
42155,1.828785088882951e-05,1.0,2.891341,1.102068
42156,1.6826219396028928e-09,0.0,2.947346,1.021581
42157,1.0469420637661134e-09,0.0,2.866295,0.974463
42158,7.080247906297031e-06,1.0,2.883626,1.029260
42159,1.4706033807805548e-06,1.0,2.231055,1.057270
42160,4.333341336282385e-06,1.0,2.839900,0.957712
42161,3.6138631192172605e-06,1.0,2.682641,1.059712
42162,1.0126961384349853e-05,1.0,-2.822044,1.068880
42163,2.186009997705292e-09,0.0,3.018003,0.953374
42164,1.987225624103168e-09,0.0,-3.088695,0.754140
42165,2.161102423922809e-06,1.0,2.728451,0.953795
42166,1.1936705947011128e-05,1.0,-3.137565,1.013111
42167,1.215093064608874e-05,1.0,3.119751,0.958947
42168,1.03604553966224e-06,1.0,2.373517,1.041842
42169,3.664774373421407e-06,1.0,2.454770,1.299407
42170,1.3055645987599762e-10,0.0,2.422277,1.020639
42171,4.126584800447303e-06,1.0,2.295223,1.306421
42172,1.3276559293093948e-05,1.0,3.001437,1.327457
42173,1.907541001562954e-05,1.0,2.895879,1.223595
42174,5.800224031714096e-06,1.0,2.251746,1.261717
42175,2.4367983934542526e-09,0.0,1.958232,1.194270
42176,6.865933267069216e-06,1.0,2.041786,1.297432
42177,7.066250213843634e-06,1.0,2.467853,1.209424
42178,4.863123186267085e-06,1.0,2.661756,1.331415
42179,3.7311124489857435e-06,1.0,2.341687,1.347662
42180,1.236269098296235e-05,1.0,-3.088186,1.281421
42181,6.432232167722164e-09,0.0,-3.067720,1.203404
42182,8.86481447193562e-09,0.0,3.077161,1.179069
42183,3.903635245340785e-06,1.0,2.298432,1.335613
42184,4.091373475870658e-06,1.0,2.557715,1.353997
42185,4.9680856760912e-06,1.0,2.061716,1.390106
42186,6.884459386483169e-06,1.0,1.954132,1.349522
42187,4.3529253950294575e-06,1.0,1.954773,1.434343
42188,3.7207433444467606e-05,1.0,-3.125039,1.182812
42189,1.2785301413420099e-05,1.0,-2.956363,1.241445
42190,2.3087044462518472e-09,0.0,-2.802017,1.232792
42191,1.1816739618517561e-05,1.0,2.909986,1.065064
42192,1.5047572776833958e-05,1.0,-2.692537,0.945830
42193,5.747096365241264e-09,0.0,-2.578532,0.933679
42194,3.1916719216963223e-09,0.0,-2.839304,0.963442
42195,8.920925749606204e-09,0.0,-2.483862,0.898547
42196,6.18350363150239e-09,0.0,-2.632832,0.920377
42197,1.6172956827481454e-09,0.0,-2.520787,1.033418
42198,2.9676071911927344e-09,0.0,-2.838761,1.084718
42199,1.7430009043496798e-09,0.0,-2.654257,1.042021
42200,1.7821201592028162e-09,0.0,-2.451728,1.065924
42201,2.1224935812854387e-09,0.0,-2.842055,1.009155
42202,1.0635959220936703e-05,1.0,-2.848122,1.067843
42203,1.3989773182404893e-05,1.0,-2.871190,0.949095
42204,1.4607545759634495e-09,0.0,-2.304535,1.034648
42205,1.7718187344254828e-09,0.0,-2.672702,1.043278
42206,1.903057254031143e-09,0.0,-2.354791,1.005305
42207,2.3957224007236383e-09,0.0,-2.209673,1.104767
42208,3.5723315013486145e-09,0.0,-2.222949,1.138527
42209,1.6694612597228533e-09,0.0,-2.579264,1.042026
42210,1.7357846851915368e-09,0.0,-2.411751,1.065792
42211,6.367769743377667e-09,0.0,-2.662590,0.881505
42212,1.420579905530373e-08,0.0,-1.888425,0.902503
42213,9.341001127967967e-09,0.0,-2.256010,0.857143
42214,1.0232193577751922e-09,0.0,-2.011097,0.765869
42215,8.886995804954268e-09,0.0,-1.343941,0.958972
42216,3.0055543889019526e-09,0.0,-1.905002,0.994941
42217,1.3219168637100162e-08,0.0,-2.136687,0.877527
42218,6.744592962185035e-09,0.0,-2.646936,0.891876
42219,7.256909984371727e-09,0.0,-2.599279,0.890881
42220,3.0432017904367293e-09,0.0,-1.820769,1.001649
42221,9.874542091356208e-09,0.0,-2.345575,0.869447
42222,1.7980523151612248e-09,0.0,-2.334842,1.009456
42223,2.3226715566578033e-09,0.0,-2.867305,1.052806
42224,2.64753675736723e-09,0.0,-2.622063,0.980779
42225,5.9319490596007935e-09,0.0,-2.495429,0.852911
42226,4.76229201233749e-05,1.0,-2.242104,0.909228
42227,5.422428024161816e-09,0.0,-2.254508,0.954375
42228,1.2649555893125391e-08,0.0,-1.787817,0.925737
42229,1.2073691829514418e-08,0.0,-1.558184,0.917702
42230,1.7701233681373715e-09,0.0,-2.318621,0.792830
42231,1.1550687511809464e-09,0.0,-1.968300,0.773488
42232,4.32239565732957e-09,0.0,-2.692688,0.847962
42233,1.3526812538463194e-08,0.0,-2.118518,0.904819
42234,4.894285466106257e-05,1.0,-1.830822,0.921465
42235,3.837649662608063e-05,1.0,-1.649153,0.898944
42236,4.5504282692078795e-05,1.0,-2.196586,0.870979
42237,3.378463204790927e-05,1.0,-1.678581,0.885255
42238,3.772510913667511e-05,1.0,-1.809363,0.876280
42239,2.177933868985301e-05,1.0,-1.201621,0.901364
42240,5.566472413661412e-05,1.0,-1.962388,0.893244
42241,1.1422677271212497e-08,0.0,-1.577192,0.940726
